Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
1.108913374,0.760482788085938,0.0689544677734375,0.360595703125,-3.285400390625,9.12739562988281,2.06585693359375
1.113731479,0.825836181640625,0.0970611572265625,0.366104125976562,-3.30215454101562,8.98382568359375,1.80024719238281
1.118548723,0.873489379882812,0.0982818603515625,0.3642578125,-3.23994445800781,9.18003845214844,2.36735534667969
1.123368845,0.86370849609375,0.14105224609375,0.3489990234375,-3.2734375,9.63706970214844,3.01580810546875
1.128131489,0.79345703125,0.21435546875,0.309280395507812,-3.63475036621094,10.0438537597656,3.11869812011719
1.132944926,0.688385009765625,0.234512329101562,0.237823486328125,-3.9649658203125,10.3836212158203,2.9344482421875
1.137755494,0.564987182617188,0.170364379882812,0.14190673828125,-4.09178161621094,10.5750579833984,2.84112548828125
1.142569616,0.42999267578125,0.0585784912109375,0.039276123046875,-4.02957153320312,10.4554138183594,2.76934814453125
1.147377166,0.29132080078125,-0.0556488037109375,-0.054779052734375,-3.90754699707031,10.1156311035156,2.68559265136719
1.152229413,0.155715942382812,-0.172317504882812,-0.128097534179688,-3.92428588867188,9.78303527832031,2.52766418457031
1.157054842,0.035369873046875,-0.30120849609375,-0.173294067382812,-3.59408569335938,9.51742553710938,2.40084838867188
1.161744636,-0.0617523193359375,-0.378799438476562,-0.183670043945312,-3.18730163574219,9.29489135742188,2.38410949707031
1.166534053,-0.139328002929688,-0.386734008789062,-0.172683715820312,-3.06048583984375,9.21353149414062,2.34820556640625
1.171272501,-0.198593139648438,-0.365966796875,-0.15557861328125,-3.05809020996094,9.27096557617188,2.31471252441406
1.176075509,-0.242568969726562,-0.347030639648438,-0.141525268554688,-3.12509155273438,9.44564819335938,2.38410949707031
1.180879234,-0.279220581054688,-0.353134155273438,-0.130538940429688,-3.41461181640625,9.63706970214844,2.48460388183594
1.185745373,-0.316482543945312,-0.408111572265625,-0.112213134765625,-3.38351440429688,9.74235534667969,2.64970397949219
1.190571863,-0.354354858398438,-0.465545654296875,-0.0755462646484375,-3.21122741699219,9.73756408691406,2.84352111816406
1.195395323,-0.390396118164062,-0.51318359375,-0.0224151611328125,-3.23275756835938,9.64903259277344,2.87223815917969
1.200213431,-0.419723510742188,-0.57611083984375,0.038665771484375,-3.36676025390625,9.55570983886719,2.97273254394531
1.205014393,-0.44598388671875,-0.659194946289062,0.102813720703125,-3.4002685546875,9.49110412597656,3.00862121582031
1.209835308,-0.464309692382812,-0.73309326171875,0.166946411132812,-3.34043884277344,9.45761108398438,3.03256225585938
1.214658297,-0.473480224609375,-0.7886962890625,0.234146118164062,-3.21122741699219,9.40736389160156,2.9703369140625
1.219481037,-0.472869873046875,-0.813125610351562,0.298294067382812,-3.0628662109375,9.37385559082031,2.92488098144531
